Transaction No.,Vendor Name, Category ,Amount
8001744372,SEVACARE (UK) LTD,Social care,£628.12
5201133117,THE WATERFRONT CONFERENCE CO LTD,Learning and Development,£628.00
8001746681,SATELLITE CONSORTIUM LIMITED,Social care,£626.60
8001737582,CIRCLE OF CARE SERVICE LTD,Social care,£626.00
8001737343,LONDON CARE PLC,Social care,£625.80
1900799635,ASSOCIATION OF TOWN CENTRE MNGT,Learning and Development,£625.00
1900799727,REDACTED PERSONAL DATA,Legal,£625.00
1900799653,TRADEWIND RECRUITMENT LTD,Children and Education,£625.00
8001751801,PREMIER CAREWAITING LTD,Social care,£624.25
8001737701,CIRCLE OF CARE SERVICE LTD,Social care,£624.00
8001734611,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man",£624.00
8001756061,DILIGENT CARE SERVICES LTD,Social care,£624.00
8001762221,HARINGTON SCHEME,Social care,£624.00
8001744366,SEVACARE (UK) LTD,Social care,£622.80
8001740001,CIRCLE OF CARE SERVICE LTD,Social care,£622.48
8001739961,CIRCLE OF CARE SERVICE LTD,Social care,£620.96
1900799219,SEVACARE (UK) LTD,General,£620.12
8001763222,ALFA ACCOMODATION AGENCY LTD,Temporary Accommodation,£620.00
8001725881,WOOD GREEN FILMS LTD,Social care,£620.00
8001732141,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£620.00
8001764741,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£620.00
8001728361,HAIL LTD,Social care,£620.00
8001748521,WEST LODGE LIMITED,Temporary Accommodation,£620.00
1900799354,REDACTED PERSONAL DATA,Temporary Accommodation,£619.30
8001758821,EXTRA MILE CARE COMPANY,Social care,£619.18
8001732626,COUNCIL OF ASIAN PEOPLE HAR DAY CAR,Social care,£618.60
8001754321,CIRCLE OF CARE SERVICE LTD,Social care,£617.50
8001763795,REDACTED PERSONAL DATA,Social care,£617.11
1900800715,E.ON,Energy and Utilities,£616.37
8001758141,EXTRA MILE CARE COMPANY,Social care,£616.23
8001745701,PREMIER CAREWAITING LTD,Social care,£616.00
8001723121,HAIL LTD,Social care,£616.00
8001728301,HAIL LTD,Social care,£616.00
1900799732,LYNCADE LTD t/a CAVENDISH CARS,General,£615.60
5201134667,DAVIAN COACHES LTD,Transport & Travel,£615.00
1900799316,PLEXUS CLIENT ACCOUNT,Finance,£615.00
1900798967,VBA PARTNERS LTD,Learning and Development,£615.00
8001750441,CIRCLE OF CARE SERVICE LTD,Social care,£613.56
5201133349,CROWN PROMOTIONS & REMOVALS LTD,General,£613.49
8001739281,SAPH LTD,Social care,£611.43
1900799189,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£611.00
8001744230,SEVACARE (UK) LTD,Social care,£610.07
1900799633,CHARTWELL PRIMARY MATHS CONULTANTS,Children and Education,£610.00
1900798748,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,£610.00
8001737244,LONDON CARE PLC,Social care,£609.92
8001767001,2XL RECRUITMENT & TRAINING LTD,Social care,£608.85
8001749841,2XL RECRUITMENT & TRAINING LTD,Social care,£608.85
1900800233,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£608.24
8001721975,ALLPAY LTD,Social care,£606.72
8001752461,PREMIER CAREWAITING LTD,Social care,£606.00
8001743881,PREMIER CAREWAITING LTD,Social care,£605.25
8001737300,LONDON CARE PLC,Social care,£605.20
8001744474,SEVACARE (UK) LTD,Social care,£604.99
1900799646,NEOPOST FINANCE LIMITED,General,£604.90
8001755741,ANDERSEN CARE LIMITED,Social care,£604.76
8001739561,REDACTED PERSONAL DATA,Temporary Accommodation,£604.50
8001739461,REDACTED PERSONAL DATA,Temporary Accommodation,£604.50
8001752301,PREMIER CAREWAITING LTD,Social care,£604.27
1900799525,A24 GROUP LIMITED T/A AMBITION 24 H,People and Recruitment,£604.10
8001742341,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£603.75
5201135469,REDACTED PERSONAL DATA,Sport and Leisure,£603.38
1900799657,HORIZON TEACHERS LTD,Children and Education,£602.55
1900798620,HORIZON TEACHERS LTD,Children and Education,£602.55
1900798627,HORIZON TEACHERS LTD,Children and Education,£602.55
8001757921,EXTRA MILE CARE COMPANY,Social care,£601.00
1900799462,REDACTED PERSONAL DATA,General,£600.80
8001702341,LORDSHIP FLOORING LIMITED,Children and Education,£600.00
8001757281,MAISON MOTI LTD,Social care,£600.00
8001750241,CHRISTIES CARE LTD,Social care,£600.00
1900800450,BOULEVARD EVENTS LTD,Children and Education,£600.00
8001757421,LORDSHIP COOKER CENTRE,Children and Education,£600.00
5201133529,SAP UK & IRELAND USER GROUP,Learning and Development,£600.00
8001753741,DILIGENT CARE SERVICES LTD,Social care,£600.00
5201135457,PROTEA CARE HOMES,Social care,£600.00
8001719761,ALFA ACCOMODATION AGENCY LTD,Temporary Accommodation,£600.00
8001726281,CHRISTIES CARE LTD,Social care,£600.00
1900800138,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,£600.00
5201132879,ACTUAL FIRST AID LTD,Learning and Development,£600.00
1900799726,REDACTED PERSONAL DATA,Legal,£600.00
1900799783,REPATH LTD,General,£600.00
8001732501,AMBASSADOR CARS AND COURIER SERVICE,Transport & Travel,£600.00
8001703682,REDACTED PERSONAL DATA,Social care,£600.00
8001754121,DILIGENT CARE SERVICES LTD,Social care,£600.00
8001754947,REDACTED PERSONAL DATA,Children and Education,£600.00
5201135187,POWER DATA ASSOCIATES LTD,Energy and Utilities,£600.00
8001728761,MAISON MOTI LTD,Social care,£600.00
5201134393,MYERS (IDEAL SUPPLIES) LTD,General,£600.00
1900800120,REDACTED PERSONAL DATA,Legal,£600.00
8001732761,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£600.00
1900800113,REDACTED PERSONAL DATA,Legal,£600.00
8001720621,DILIGENT CARE SERVICES LTD,Social care,£600.00
5201133836,REDACTED PERSONAL DATA,Legal,£600.00
1900799411,GP EXPERTS LIMITED,General,£600.00
8001725605,WEST LODGE LIMITED,Temporary Accommodation,£600.00
5201133613,ACTUAL FIRST AID LTD,Learning and Development,£600.00
8001725602,WEST LODGE LIMITED,Temporary Accommodation,£600.00
8001751761,PREMIER CAREWAITING LTD,Social care,£599.00
8001761803,VITALISE,Social care,£599.00
5201133490,REDACTED PERSONAL DATA,Sport and Leisure,£598.92
1900799369,FALCON PROPERTIES LTD,Temporary Accommodation,£598.02
8001735501,HOMECARE & DOMESTIC SERVICES LTD,Social care,£598.00
1900800041,REDACTED PERSONAL DATA,General,£597.00
8001726201,CHRISTIES CARE LTD,Social care,£596.67
8001750181,CHRISTIES CARE LTD,Social care,£596.67
5201134009,TCR TRAINING LTD,Learning and Development,£595.00
5201134813,TCR TRAINING LTD,Learning and Development,£595.00
5201134814,TCR TRAINING LTD,Learning and Development,£595.00
5201134011,TCR TRAINING LTD,Learning and Development,£595.00
5201134012,TCR TRAINING LTD,Learning and Development,£595.00
5201134008,TCR TRAINING LTD,Learning and Development,£595.00
8001757321,EXTRA MILE CARE COMPANY,Social care,£594.99
8001739161,GREEK+GREEK CYPRIOT COMM OF ENFIELD,Social care,£594.20
5201134804,G W TWILLEY & SON LTD,Transport & Travel,£594.00
8001755221,EXTRA MILE CARE COMPANY,Social care,£592.12
8001744358,SEVACARE (UK) LTD,Social care,£592.04
8001752102,PREMIER CAREWAITING LTD,Social care,£591.65
8001751101,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£591.62
5201133562,ECOLAB LIMITED,Public Realm,£590.93
8001750721,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£590.52
8001737265,LONDON CARE PLC,Social care,£590.50
5201135544,CERTSURE LLP,Learning and Development,£590.00
1900800447,ASCERTIVA GROUP LTD T/A NICEIC,Learning and Development,£590.00
8001750081,CIRCLE OF CARE SERVICE LTD,Social care,£589.56
8001750301,CIRCLE OF CARE SERVICE LTD,Social care,£589.56
8001750221,CIRCLE OF CARE SERVICE LTD,Social care,£589.56
8001744761,FITZROY SUPPORT,Social care,£589.20
1900800234,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£589.13
8001758361,EXTRA MILE CARE COMPANY,Social care,£588.98
1900800480,GARDINER & THEOBOLD LLP,"Construction, Property and Fac Man",£588.72
8001742881,PREMIER CAREWAITING LTD,Social care,£588.00
8001755821,ANDERSEN CARE LIMITED,Social care,£587.72
5201133464,XEROX (UK) LTD,IT and Telecoms,£585.59
8001739421,REDACTED PERSONAL DATA,Temporary Accommodation,£585.00
8001739441,REDACTED PERSONAL DATA,Temporary Accommodation,£585.00
1900799247,REDACTED PERSONAL DATA,Communication,£584.77
5201133353,CROWN PROMOTIONS & REMOVALS LTD,General,£582.40
8001744199,SEVACARE (UK) LTD,Social care,£582.08
8001737348,LONDON CARE PLC,Social care,£581.54
8001737376,LONDON CARE PLC,Social care,£580.70
5201133494,ELEGANCE FURNITURE SUPPLIES LTD,General,£579.98
8001737328,LONDON CARE PLC,Social care,£578.88
1900799664,CANNON HYGIENE LTD,General,£577.59
1900799951,COLLEGE OF NORTH EAST LONDON,Children and Education,£576.66
8001737259,LONDON CARE PLC,Social care,£576.40
8001757901,MFA CONTRACT SERVICES LTD,Children and Education,£576.17
5201133338,REDACTED PERSONAL DATA,Social care,£576.00
1900800123,REDACTED PERSONAL DATA,Learning and Development,£576.00
1900799444,THAMES WATER UTILITIES LTD,Energy and Utilities,£575.03
1900800038,REDACTED PERSONAL DATA,Legal,£575.00
8001742641,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£575.00
5201133601,CONCEPT TRAINING LTD,Learning and Development,£575.00
1900799456,REDACTED PERSONAL DATA,Legal,£575.00
5201133612,CONCEPT TRAINING LTD,Learning and Development,£575.00
1900799759,OFFICE - THE IMMIGRATION SERVS COMM,Learning and Development,£575.00
8001744360,SEVACARE (UK) LTD,Social care,£574.20
8001734341,EXTRA MILE CARE COMPANY,Social care,£574.08
8001736701,CIRCLE OF CARE SERVICE LTD,Social care,£574.00
8001742861,PREMIER CAREWAITING LTD,Social care,£574.00
8001739723,CIRCLE OF CARE SERVICE LTD,Social care,£574.00
8001725501,HEADWAY EAST LONDON,Social care,£573.68
5201135440,REDACTED PERSONAL DATA,Sport and Leisure,£572.46
5201132878,HUDSON GLOBAL RESOURCES LTD,People and Recruitment,£572.40
8001739701,CIRCLE OF CARE SERVICE LTD,Social care,£572.00
8001739722,CIRCLE OF CARE SERVICE LTD,Social care,£572.00
8001736741,CIRCLE OF CARE SERVICE LTD,Social care,£572.00
8001744125,SEVACARE (UK) LTD,Social care,£571.76
8001744369,SEVACARE (UK) LTD,Social care,£571.76
8001744232,SEVACARE (UK) LTD,Social care,£571.76
8001744363,SEVACARE (UK) LTD,Social care,£571.76
8001744427,SEVACARE (UK) LTD,Social care,£571.64
8001744351,SEVACARE (UK) LTD,Social care,£571.64
8001744410,SEVACARE (UK) LTD,Social care,£571.64
1900799222,REDACTED PERSONAL DATA,General,£570.93
8001736961,CIRCLE OF CARE SERVICE LTD,Social care,£570.48
8001727521,FLEXSERVE UK LIMITED,Social care,£570.00
1900799123,REDACTED PERSONAL DATA,Communication,£569.88
1900800572,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£569.78
5201135221,BT PAYMENT SERVICES LTD,IT and Telecoms,£569.20
8001747461,SATELLITE CONSORTIUM LIMITED,Social care,£568.72
8001749201,PREMIER CAREWAITING LTD,Social care,£568.50
8001755481,DILIGENT CARE SERVICES LTD,Social care,£568.36
8001720721,DILIGENT CARE SERVICES LTD,Social care,£568.00
8001715141,MFA CONTRACT SERVICES LTD,Children and Education,£567.41
5201134695,CROWN PROMOTIONS & REMOVALS LTD,General,£567.20
8001732441,FLEXSERVE UK LIMITED,Social care,£567.00
1900799965,SUGARMAN GROUP LTD,Children and Education,£566.92
8001735423,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£565.72
8001735461,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£565.68
8001739001,GREEK+GREEK CYPRIOT COMM OF ENFIELD,Social care,£564.93
8001682430,LONDON CARE PLC,Social care,£562.12
8001719581,JEWISH CARE,Social care,£561.60
1900799897,HAIL LTD,Children and Education,£561.50
8001744285,SEVACARE (UK) LTD,Social care,£561.44
8001758101,KRYSTAL CARPETS LIMITED,Children and Education,£561.00
8001737378,LONDON CARE PLC,Social care,£560.24
5201134876,REDACTED PERSONAL DATA,Sport and Leisure,£560.06
5201133346,FRASER HAMILTON ASSOCIATES LTD,Communication,£560.00
5201135615,REDACTED PERSONAL DATA,Sport and Leisure,£559.67
8001757881,EXTRA MILE CARE COMPANY,Social care,£559.06
8001738321,EXTRA MILE CARE COMPANY,Social care,£559.05
8001746021,PREMIER CAREWAITING LTD,Social care,£559.00
8001729921,ONE HOUSING GROUP LTD,Social care,£558.60
1900799141,REDACTED PERSONAL DATA,Communication,£557.59
5201135468,REDACTED PERSONAL DATA,Sport and Leisure,£557.03
5201134403,MYERS (IDEAL SUPPLIES) LTD,General,£554.75
5201135614,REDACTED PERSONAL DATA,Sport and Leisure,£553.86
8001730961,ONE HOUSING GROUP LTD,Social care,£553.80
8001729881,ONE HOUSING GROUP LTD,Social care,£553.80
8001725561,HEADWAY EAST LONDON,Social care,£553.68
1900799427,IC CONSULTANTS LTD,General,£552.00
8001744215,SEVACARE (UK) LTD,Social care,£551.52
8001744370,SEVACARE (UK) LTD,Social care,£551.44
8001744431,SEVACARE (UK) LTD,Social care,£551.32
8001744382,SEVACARE (UK) LTD,Social care,£551.32
8001726901,DILIGENT CARE SERVICES LTD,Social care,£550.60
1900799946,SUGARMAN GROUP LTD,People and Recruitment,£550.00
1900799945,SUGARMAN GROUP LTD,People and Recruitment,£550.00
5201135216,REDACTED PERSONAL DATA,Legal,£550.00
5201135214,REDACTED PERSONAL DATA,Legal,£550.00
1900800704,REDACTED PERSONAL DATA,Legal,£550.00
5201134869,REDACTED PERSONAL DATA,Legal,£550.00
1900799943,SUGARMAN GROUP LTD,People and Recruitment,£550.00
5201133070,ELEGANCE FURNITURE SUPPLIES LTD,General,£549.98
8001716591,REDACTED PERSONAL DATA,Social care,£549.14
8001763743,REDACTED PERSONAL DATA,Social care,£548.54
8001720501,BIKUR CHOLIM LTD,Social care,£548.00
8001763695,ALLPAY LTD,Social care,£548.00
1900799669,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man",£547.47
5201135465,FURNITURE @ WORK LTD,General,£547.00
8001734537,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£546.00
8001743781,PREMIER CAREWAITING LTD,Social care,£546.00
8001757861,MFA CONTRACT SERVICES LTD,Children and Education,£545.15
8001756341,DILIGENT CARE SERVICES LTD,Social care,£545.03
5201134169,ELIESHA TRAINING LIMITED,Learning and Development,£545.00
5201134313,ARCADIA GROUP LIMITED,General,£544.16
1900796709,LONDON BAT GROUP,"Construction, Property and Fac Man",£543.84
8001737252,LONDON CARE PLC,Social care,£543.42
8001737061,CIRCLE OF CARE SERVICE LTD,Social care,£542.48
8001740381,CIRCLE OF CARE SERVICE LTD,Social care,£542.48
8001737541,CIRCLE OF CARE SERVICE LTD,Social care,£542.40
8001741301,FOCUS CARELINK LTD,Social care,£542.00
8001744219,SEVACARE (UK) LTD,Social care,£541.12
8001756501,DILIGENT CARE SERVICES LTD,Social care,£540.80
8001737405,LONDON CARE PLC,Social care,£540.34
8001754081,DILIGENT CARE SERVICES LTD,Social care,£540.00
1900799762,HARLEY STREET PSYCHIATRY LTD,Legal,£540.00
8001765282,APOLLO CARE & SUPPORTED HOUSING LTD,Social care,£540.00
8001756141,DILIGENT CARE SERVICES LTD,Social care,£540.00
8001738041,CHILDREN FIRST FOSTERING AGENCY LTD,Children and Education,£538.30
8001737346,LONDON CARE PLC,Social care,£538.28
8001741161,CENTRE 404,Social care,£537.86
1900800153,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£537.62
8001721974,ALLPAY LTD,Social care,£537.15
5201133468,XEROX (UK) LTD,IT and Telecoms,£536.46
8001750461,COUNCIL OF ASIAN PEOPLE HAR DAY CAR,Social care,£536.12
8001744322,SEVACARE (UK) LTD,Social care,£535.92
8001727461,FLEXSERVE UK LIMITED,Social care,£535.65
5201133124,REDACTED PERSONAL DATA,Learning and Development,£535.00
5201134365,REDACTED PERSONAL DATA,Sport and Leisure,£533.75
8001737288,LONDON CARE PLC,Social care,£533.68
8001737411,LONDON CARE PLC,Social care,£533.68
8001737399,LONDON CARE PLC,Social care,£533.68
8001744328,SEVACARE (UK) LTD,Social care,£533.50
5201133337,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,£533.44
8001737394,LONDON CARE PLC,Social care,£533.44
1900799883,ORANGE PCS LTD,IT and Telecoms,£533.11
8001729681,OASIS CARE & TRAINING AGENCY,Social care,£532.80
8001754282,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£532.42
1900799627,BRITISH GAS BUSINESS,Energy and Utilities,£531.22
8001744294,SEVACARE (UK) LTD,Social care,£530.81
8001751721,PREMIER CAREWAITING LTD,Social care,£530.50
1900800232,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£529.50
5201133511,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,£529.00
8001756681,EXTRA MILE CARE COMPANY,Social care,£528.88
5201134691,CROWN PROMOTIONS & REMOVALS LTD,General,£528.80
8001744187,SEVACARE (UK) LTD,Social care,£528.36
5201132747,CLOUD XL SUPPORT LIMITED,IT and Telecoms,£528.10
1900800215,REDACTED PERSONAL DATA,Legal,£528.00
8001729101,ADOPTION UK,Communication,£527.75
8001716921,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£527.50
5201134665,HOSPITAL & HEALTHCARE CARS LTD,Transport & Travel,£527.25
5201133971,KEMICO LIMITED,General,£527.23
5201134266,DELL CORPORATION LTD,IT and Telecoms,£526.12
8001726981,SUMMERCARE LTD,"Construction, Property and Fac Man",£525.60
8001735382,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,£525.00
8001746981,SATELLITE CONSORTIUM LIMITED,Social care,£524.57
8001737481,CIRCLE OF CARE SERVICE LTD,Social care,£524.00
8001731261,ONE HOUSING GROUP LTD,Social care,£523.80
1900800124,HILLS VETERINARY SURGERY LIMITED,General,£523.53
8001737678,LONDON CARE PLC,Social care,£523.42
1900799226,BUTLERS RECRUITMENT CONSULTANCY LTD,People and Recruitment,£523.25
8001736061,OASIS CARE & TRAINING AGENCY,Social care,£521.70
8001737672,LONDON CARE PLC,Social care,£520.72
1900799334,REDACTED PERSONAL DATA,Temporary Accommodation,£520.02
1900800118,REDACTED PERSONAL DATA,General,£520.00
1900799428,IC CONSULTANTS LTD,General,£520.00
8001732821,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£519.60
5201135251,REDACTED PERSONAL DATA,Sport and Leisure,£518.73
8001725701,DVIP,Children and Education,£518.40
1900799730,BERNIE GRANT CENTRE PARTNERSHIP LTD,Social care,£518.25
8001752341,PREMIER CAREWAITING LTD,Social care,£517.50
8001740642,CIRCLE OF CARE SERVICE LTD,Social care,£516.48
1900800159,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£516.04
8001725563,HEADWAY EAST LONDON,Social care,£515.20
8001737275,LONDON CARE PLC,Social care,£514.80
8001760281,SAPH LTD,Social care,£514.65
8001735381,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,£514.50
5201133350,CROWN PROMOTIONS & REMOVALS LTD,General,£514.40
5201134972,DRS CARE HOMES LTD,Social care,£513.27
5201134970,DRS CARE HOMES LTD,Social care,£513.27
5201134921,REDACTED PERSONAL DATA,Sport and Leisure,£512.40
8001751461,CIRCLE OF CARE SERVICE LTD,Social care,£511.56
8001763817,MAGICARE LTD,Temporary Accommodation,£510.99
8001758961,EXTRA MILE CARE COMPANY,Social care,£510.98
8001744177,SEVACARE (UK) LTD,Social care,£510.40
1900799670,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man",£510.29
1900799872,PERSONNEL HYGIENE SERVICES LTD,General,£510.15
1900799715,THE MARKFIELD PROJECT LTD,General,£510.00
8001726321,CHRISTIES CARE LTD,Social care,£510.00
8001750261,CHRISTIES CARE LTD,Social care,£510.00
1900799203,THE MARKFIELD PROJECT LTD,General,£510.00
8001737258,LONDON CARE PLC,Social care,£509.78
1900800660,ROKESLY JUNIOR SCHOOL,Finance,£509.00
5201135253,REDACTED PERSONAL DATA,Sport and Leisure,£508.18
8001736821,CIRCLE OF CARE SERVICE LTD,Social care,£507.00
8001743021,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£506.00
8001753261,CORE OUTREACH & CARE SERVICES UK LT,Social care,£505.68
8001744169,SEVACARE (UK) LTD,Social care,£505.56
8001744339,SEVACARE (UK) LTD,Social care,£505.52
8001757941,MFA CONTRACT SERVICES LTD,Children and Education,£505.49
8001737404,LONDON CARE PLC,Social care,£505.12
1900799740,EXTRA MILE CARE COMPANY,General,£504.84
1900800160,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£504.72
1900799160,THAMES WATER UTILITIES LTD,Energy and Utilities,£504.36
8001745741,PREMIER CAREWAITING LTD,Social care,£504.00
8001742261,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£502.88
8001742761,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£502.88
8001737261,LONDON CARE PLC,Social care,£502.40
8001742801,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£500.56
