 Transaction  No  , Vendor ,Category,Amount
8001805075,ONE HOUSING GROUP LTD,Social care,£644
8001805045,ONE HOUSING GROUP LTD,Social care,£644
8001805071,ONE HOUSING GROUP LTD,Social care,£644
8001805035,ONE HOUSING GROUP LTD,Social care,£644
8001805068,ONE HOUSING GROUP LTD,Social care,£644
8001805039,ONE HOUSING GROUP LTD,Social care,£644
8001805021,ONE HOUSING GROUP LTD,Social care,£644
8001805043,ONE HOUSING GROUP LTD,Social care,£644
8001805023,ONE HOUSING GROUP LTD,Social care,£644
8001805066,ONE HOUSING GROUP LTD,Social care,£644
8001805024,ONE HOUSING GROUP LTD,Social care,£644
8001805034,ONE HOUSING GROUP LTD,Social care,£644
8001805025,ONE HOUSING GROUP LTD,Social care,£644
8001805036,ONE HOUSING GROUP LTD,Social care,£644
8001805026,ONE HOUSING GROUP LTD,Social care,£644
8001805038,ONE HOUSING GROUP LTD,Social care,£644
8001805027,ONE HOUSING GROUP LTD,Social care,£644
8001805040,ONE HOUSING GROUP LTD,Social care,£644
8001805028,ONE HOUSING GROUP LTD,Social care,£644
8001805042,ONE HOUSING GROUP LTD,Social care,£644
8001805029,ONE HOUSING GROUP LTD,Social care,£644
8001805044,ONE HOUSING GROUP LTD,Social care,£644
8001805030,ONE HOUSING GROUP LTD,Social care,£644
8001805064,ONE HOUSING GROUP LTD,Social care,£644
8001805067,ONE HOUSING GROUP LTD,Social care,£644
8001805069,ONE HOUSING GROUP LTD,Social care,£644
8001805032,ONE HOUSING GROUP LTD,Social care,£644
8001805031,ONE HOUSING GROUP LTD,Social care,£644
8001805077,ONE HOUSING GROUP LTD,Social care,£644
8001792510,SEVACARE (UK) LTD,Social care,£643
8001770204,SEVACARE (UK) LTD,Social care,£643
8001792523,SEVACARE (UK) LTD,Social care,£643
8001770083,SEVACARE (UK) LTD,Social care,£643
8001792643,SEVACARE (UK) LTD,Social care,£643
8001770055,SEVACARE (UK) LTD,Social care,£643
8001792494,SEVACARE (UK) LTD,Social care,£643
8001798891,ALL ABOUT CARE LIMITED,Temporary Accommodation,£643
8001770113,SEVACARE (UK) LTD,Social care,£643
8001792551,SEVACARE (UK) LTD,Social care,£643
8001780201,BIKUR CHOLIM LTD,Social care,£643
1900802123,STACE LLP,"Construction, Property and Fac Man",£641
5201138211,FERNLEA SURGERY,Public Health,£640
5201137946,ILSE AMLOT CENTRE FOR WOMEN & CHILD,Children and Education,£640
8001781550,ALERE CARE LIMITED,Social care,£640
8001775745,REDACTED PERSONAL DATA,Children and Education,£640
1900800974,PLEXUS LAW (OFFICE ACCOUNT),Finance,£639
5201137074,LOGICALIS UK LTD,IT and Telecoms,£638
8001770195,SEVACARE (UK) LTD,Social care,£638
8001771544,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man",£638
8001792667,SEVACARE (UK) LTD,Social care,£638
1900802135,JOHN BURKE ASSOCIATES,"Construction, Property and Fac Man",£638
5201136907,REDACTED PERSONAL DATA,Sport and Leisure,£638
8001772701,CIRCLE OF CARE SERVICE LTD,Social care,£637
8001783657,CORE OUTREACH & CARE SERVICES UK LT,Social care,£636
8001771041,THE REGARD PARTNERSHIP LIMITED,Social care,£635
1900801674,DRAPER ELECTRICAL LTD,"Construction, Property and Fac Man",£635
8001792740,SEVACARE (UK) LTD,Social care,£634
8001770175,SEVACARE (UK) LTD,Social care,£633
1900801036,REDACTED PERSONAL DATA,Communication,£633
8001777181,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£632
1900801159,SECURE DATA MANAGEMENT LTD,General,£632
8001766981,BIKUR CHOLIM LTD,Social care,£630
1900801781,TRUST EDUCATION LIMITED,IT and Telecoms,£630
5201138030,GORKANA GROUP LIMITED,Learning and Development,£629
8001802179,BROWNLOW ENTERPRISES LTD,Social care,£629
8001782522,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£628
8001773101,CIRCLE OF CARE SERVICE LTD,Social care,£626
5201137664,REDACTED PERSONAL DATA,Learning and Development,£625
1900801203,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£625
8001766764,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£624
8001773081,CIRCLE OF CARE SERVICE LTD,Social care,£624
8001785661,DILIGENT CARE SERVICES LTD,Social care,£624
5201135905,REDACTED PERSONAL DATA,Sport and Leisure,£624
8001770296,SEVACARE (UK) LTD,Social care,£623
8001770197,SEVACARE (UK) LTD,Social care,£623
8001772121,CIRCLE OF CARE SERVICE LTD,Social care,£622
8001773781,CIRCLE OF CARE SERVICE LTD,Social care,£621
8001772641,CIRCLE OF CARE SERVICE LTD,Social care,£620
5201138037,THE PUBLISHING HOUSE (UK) LTD,Communication,£620
5201136761,REDACTED PERSONAL DATA,Sport and Leisure,£620
8001766786,TOWER ESTATES (LODGE) LIMITED,"Construction, Property and Fac Man",£620
8001785381,EXTRA MILE CARE COMPANY,Social care,£619
8001791381,CORE OUTREACH & CARE SERVICES UK LT,Social care,£618
8001773481,CIRCLE OF CARE SERVICE LTD,Social care,£618
5201136181,NVCS LTD,Food and Drink,£618
5201137068,MAKATON CHARITY,Learning and Development,£618
8001798601,REDACTED PERSONAL DATA,Social care,£617
5201136973,BOLDENS SIGNAGE SOLUTIONS,Communication,£616
8001771548,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,£616
8001798918,WEST LODGE LIMITED,Temporary Accommodation,£616
8001792639,SEVACARE (UK) LTD,Social care,£615
5201137325,BERTRAM TRADING LTD,Communication,£615
1900800858,THAMES WATER UTILITIES LTD,Energy and Utilities,£614
5201136663,KEMICO LIMITED,General,£613
8001779841,EXTRA MILE CARE COMPANY,Social care,£613
8001770016,SEVACARE (UK) LTD,Social care,£613
8001792655,SEVACARE (UK) LTD,Social care,£612
1900801640,A24 GROUP LIMITED T/A AMBITION 24 H,People and Recruitment,£612
1900801685,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man",£611
8001773582,CIRCLE OF CARE SERVICE LTD,Social care,£611
8001780121,EXTRA MILE CARE COMPANY,Social care,£610
8001781241,EXTRA MILE CARE COMPANY,Social care,£610
8001792636,SEVACARE (UK) LTD,Social care,£610
8001768641,HAIL LTD,Social care,£610
8001776041,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£610
8001792433,SEVACARE (UK) LTD,Social care,£608
5201138219,REDACTED PERSONAL DATA,Sport and Leisure,£608
8001768141,HAIL LTD,Social care,£608
5201138325,REDACTED PERSONAL DATA,Sport and Leisure,£607
8001802995,ALLPAY LTD,Social care,£607
5201136251,DIRECT BOOT AND SHOE SUPPLIES LTD,General,£606
1900801768,PHS DATASHRED,General,£605
8001789601,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001789641,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001781941,EXTRA MILE CARE COMPANY,Social care,£604
1900801641,A24 GROUP LIMITED T/A AMBITION 24 H,People and Recruitment,£604
8001782541,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£603
8001770217,SEVACARE (UK) LTD,Social care,£602
5201137565,LOGICALIS UK LTD,IT and Telecoms,£601
1900800756,ACTUAL FIRST AID LTD,Learning and Development,£600
8001771400,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man",£600
8001786141,DILIGENT CARE SERVICES LTD,Social care,£600
8001787141,DILIGENT CARE SERVICES LTD,Social care,£600
8001786901,DILIGENT CARE SERVICES LTD,Social care,£600
1900800919,NATURAL BUILDING TECHNOLOGIES LTD,"Construction, Property and Fac Man",£600
5201136222,REDACTED PERSONAL DATA,Legal,£600
8001788701,CHRISTIES CARE LTD,Social care,£600
1900800757,ACTUAL FIRST AID LTD,Learning and Development,£600
5201135875,FRIEND COUNSELLING (LONDON) LTD,Learning and Development,£600
8001780921,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£600
5201136852,EXTERION MEDIA (UK) LIMITED,Communication,£600
1900802171,CROWN PROMOTIONS & REMOVALS LTD,Children and Education,£600
5201136078,REDACTED PERSONAL DATA,Legal,£600
8001786001,DILIGENT CARE SERVICES LTD,Social care,£600
8001770361,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£600
8001764401,OASIS CARE & TRAINING AGENCY,Social care,£599
8001784641,DILIGENT CARE SERVICES LTD,Social care,£599
5201136011,THOMSON REUTERS,Communication,£599
8001782961,SATELLITE CONSORTIUM LIMITED,Social care,£599
8001792712,SEVACARE (UK) LTD,Social care,£597
8001770295,SEVACARE (UK) LTD,Social care,£597
5201137910,CROWN PROMOTIONS & REMOVALS LTD,General,£597
8001788482,CHRISTIES CARE LTD,Social care,£597
5201136735,LOGICALIS UK LTD,IT and Telecoms,£596
1900801219,REDACTED PERSONAL DATA,General,£596
1900802177,QUEEN MARY UNIVERSITY OF LONDON,General,£596
1900801218,REDACTED PERSONAL DATA,General,£596
8001779981,EXTRA MILE CARE COMPANY,Social care,£595
5201137476,TCR TRAINING LTD,Learning and Development,£595
5201135623,VISION TECHNICIANS,General,£595
5201137475,TCR TRAINING LTD,Learning and Development,£595
8001782141,EXTRA MILE CARE COMPANY,Social care,£595
8001792504,SEVACARE (UK) LTD,Social care,£595
8001770189,SEVACARE (UK) LTD,Social care,£592
8001792628,SEVACARE (UK) LTD,Social care,£592
5201137898,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,£591
5201136123,NEWAUTO LTD,General,£591
8001770421,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001770401,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001770381,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001752101,CIRCLE OF CARE SERVICE LTD,Social care,£590
8001791181,FITZROY SUPPORT,Social care,£589
8001797485,SWIIS (UK) LTD,Children and Education,£588
8001764301,OASIS CARE & TRAINING AGENCY,Social care,£588
8001792630,SEVACARE (UK) LTD,Social care,£587
8001791041,FLEXSERVE UK LIMITED,Social care,£585
1900802655,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man",£584
1900800989,PLEXUS LAW (OFFICE ACCOUNT),Finance,£584
5201136906,GREATER LONDON AUTHORITY,Public Realm,£583
1900801990,STACE LLP,"Construction, Property and Fac Man",£583
5201136012,LTT VENDING  LTD,Food and Drink,£582
8001792473,SEVACARE (UK) LTD,Social care,£582
1900800930,REDACTED PERSONAL DATA,Learning and Development,£581
5201136647,REDACTED PERSONAL DATA,Public Health,£580
1900802167,CHARTWELL PRIMARY MATHS CONULTANTS,Children and Education,£580
8001776941,ONE HOUSING GROUP LTD,Social care,£577
5201136865,ELEGANCE FURNITURE SUPPLIES LTD,General,£577
8001792205,LONDON BOROUGH OF BARNET,Children and Education,£577
5201136091,REDACTED PERSONAL DATA,Sport and Leisure,£577
5201136102,REDACTED PERSONAL DATA,Sport and Leisure,£577
1900800448,TRENTHAM BOOKS LIMITED,Children and Education,£576
1900801473,PROTOCOL EDUCATION LTD,People and Recruitment,£575
1900801470,PROTOCOL EDUCATION LTD,People and Recruitment,£575
1900801471,PROTOCOL EDUCATION LTD,People and Recruitment,£575
1900801469,PROTOCOL EDUCATION LTD,People and Recruitment,£575
1900801474,PROTOCOL EDUCATION LTD,People and Recruitment,£575
5201137348,REDACTED PERSONAL DATA,Sport and Leisure,£575
8001773421,CIRCLE OF CARE SERVICE LTD,Social care,£574
8001767301,HEADWAY EAST LONDON,Social care,£574
8001776901,ONE HOUSING GROUP LTD,Social care,£572
8001772621,CIRCLE OF CARE SERVICE LTD,Social care,£572
8001772201,CIRCLE OF CARE SERVICE LTD,Social care,£572
8001772741,CIRCLE OF CARE SERVICE LTD,Social care,£572
8001773441,CIRCLE OF CARE SERVICE LTD,Social care,£572
8001792640,SEVACARE (UK) LTD,Social care,£572
8001792507,SEVACARE (UK) LTD,Social care,£572
8001770066,SEVACARE (UK) LTD,Social care,£572
8001784161,SEVACARE (UK) LTD,Social care,£572
8001792404,SEVACARE (UK) LTD,Social care,£572
8001770201,SEVACARE (UK) LTD,Social care,£572
8001792633,SEVACARE (UK) LTD,Social care,£572
8001770194,SEVACARE (UK) LTD,Social care,£572
5201138024,ARCHANT COMMUNITY MEDIA LIMITED,Communication,£572
8001792695,SEVACARE (UK) LTD,Social care,£572
8001792621,SEVACARE (UK) LTD,Social care,£572
8001770242,SEVACARE (UK) LTD,Social care,£572
8001792679,SEVACARE (UK) LTD,Social care,£572
8001782181,EXTRA MILE CARE COMPANY,Social care,£571
8001779461,EXTRA MILE CARE COMPANY,Social care,£571
5201135646,CROWN PROMOTIONS & REMOVALS LTD,General,£570
1900801467,ESSEX FLOUR & GRAIN CO. LTD,General,£569
5201135909,REDACTED PERSONAL DATA,Sport and Leisure,£568
1900800587,SUGARMAN GROUP LTD,Children and Education,£567
5201136087,REDACTED PERSONAL DATA,Sport and Leisure,£566
5201136843,REDACTED PERSONAL DATA,Sport and Leisure,£566
5201136376,BERTRAM TRADING LTD,Communication,£566
8001797601,CORE OUTREACH & CARE SERVICES UK LT,Social care,£565
8001790421,CORE OUTREACH & CARE SERVICES UK LT,Social care,£564
8001784181,SEVACARE (UK) LTD,Social care,£564
1900801193,DEVELOPMENT & LEARNING OPPORTUNITIE,General,£563
5201137197,GREENCLEAN LTD,General,£562
5201136244,ARCHANT COMMUNITY MEDIA LIMITED,Communication,£562
1900801283,BUSINESS STORAGE SOLUTIONS LTD,General,£562
8001792557,SEVACARE (UK) LTD,Social care,£561
8001771454,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,£561
5201135787,FIRST CHOICE MARSHALLS,General,£561
1900800809,XIMENA MONTES MANZANO,Legal,£560
5201135990,REDACTED PERSONAL DATA,Social care,£560
8001770200,SEVACARE (UK) LTD,Social care,£559
8001780421,EXTRA MILE CARE COMPANY,Social care,£559
8001774461,OASIS CARE & TRAINING AGENCY,Social care,£559
8001766921,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£559
5201138282,REDACTED PERSONAL DATA,Sport and Leisure,£558
5201137567,XEROX (UK) LTD,IT and Telecoms,£557
8001769965,SEVACARE (UK) LTD,Social care,£556
1900801033,REDACTED PERSONAL DATA,Communication,£556
8001766878,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man",£556
8001782461,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£555
5201136909,REDACTED PERSONAL DATA,Sport and Leisure,£554
8001767221,HEADWAY EAST LONDON,Social care,£554
8001773241,CIRCLE OF CARE SERVICE LTD,Social care,£554
1900801202,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,£553
1900801123,REDACTED PERSONAL DATA,Communication,£553
1900801799,S Z GRUNFELD T/A YOUMOVE CLIENT ACC,Temporary Accommodation,£552
8001770069,SEVACARE (UK) LTD,Social care,£552
8001770202,SEVACARE (UK) LTD,Social care,£551
8001792641,SEVACARE (UK) LTD,Social care,£551
8001770148,SEVACARE (UK) LTD,Social care,£551
8001770024,SEVACARE (UK) LTD,Social care,£551
8001792463,SEVACARE (UK) LTD,Social care,£551
1900801517,SUGARMAN GROUP LTD,People and Recruitment,£550
1900802148,SUGARMAN GROUP LTD,Children and Education,£550
1900800786,ROKESLY INFANT SCHOOL,Finance,£550
1900801518,SUGARMAN GROUP LTD,People and Recruitment,£550
5201137494,REDACTED PERSONAL DATA,Legal,£550
1900802147,SUGARMAN GROUP LTD,Children and Education,£550
5201137497,REDACTED PERSONAL DATA,Legal,£550
1900801504,SUGARMAN GROUP LTD,People and Recruitment,£550
5201135880,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man",£550
1900800863,SUGARMAN GROUP LTD,Children and Education,£550
5201136835,REDACTED PERSONAL DATA,Legal,£550
8001770229,SEVACARE (UK) LTD,Social care,£549
1900801399,CORONA ENERGY RETAIL 4 LIMITED,Energy and Utilities,£546
1900802022,CAPITA EDUCATION RESOURCING,People and Recruitment,£546
8001776321,RESPOND,Social care,£545
5201138084,ELIESHA TRAINING LIMITED,Learning and Development,£545
8001797857,REDACTED PERSONAL DATA,Social care,£545
1900801223,REDACTED PERSONAL DATA,General,£544
8001781621,EXTRA MILE CARE COMPANY,Social care,£544
8001792469,SEVACARE (UK) LTD,Social care,£544
8001773221,CIRCLE OF CARE SERVICE LTD,Social care,£542
8001773461,CIRCLE OF CARE SERVICE LTD,Social care,£542
1900801198,EDF ENERGY CUSTOMERS PLC,Energy and Utilities,£542
5201137438,SPALDINGS LTD,Public Realm,£541
8001780181,BIKUR CHOLIM LTD,Social care,£541
8001757821,EXTRA MILE CARE COMPANY,Social care,£541
8001785755,DILIGENT CARE SERVICES LTD,Social care,£541
8001787081,DILIGENT CARE SERVICES LTD,Social care,£540
1900802094,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man",£540
8001786341,DILIGENT CARE SERVICES LTD,Social care,£540
1900801102,OXFORD UNIVERSITY HOSPITAL NHS TRUS,General,£540
8001786801,DILIGENT CARE SERVICES LTD,Social care,£540
5201138215,REDACTED PERSONAL DATA,Sport and Leisure,£539
1900801670,REDACTED PERSONAL DATA,Finance,£539
8001770035,SEVACARE (UK) LTD,Social care,£539
8001797203,REDACTED PERSONAL DATA,Children and Education,£538
8001798666,BUPA CARE HOMES (ANS) LTD,Social care,£537
8001802994,ALLPAY LTD,Social care,£537
5201135828,BARCHAM TREES PLC,Public Realm,£534
5201137321,HENSON FOODS LTD,Food and Drink,£534
8001792743,SEVACARE (UK) LTD,Social care,£534
8001770262,SEVACARE (UK) LTD,Social care,£533
8001792652,SEVACARE (UK) LTD,Social care,£533
8001787941,CORE OUTREACH & CARE SERVICES UK LT,Social care,£532
8001766898,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£531
8001770247,SEVACARE (UK) LTD,Social care,£531
8001770258,SEVACARE (UK) LTD,Social care,£531
8001792566,SEVACARE (UK) LTD,Social care,£531
8001770182,SEVACARE (UK) LTD,Social care,£531
5201137912,C.E.F,"Construction, Property and Fac Man",£530
8001770160,SEVACARE (UK) LTD,Social care,£528
5201138261,HOSPITAL & HEALTHCARE CARS LTD,Transport & Travel,£527
5201135619,ROYAL NEWS,Communication,£526
8001791081,FLEXSERVE UK LIMITED,Social care,£525
1900801980,ROYAL NATIONAL INSTITUTE OF THE BLI,Social care,£525
5201136120,XCHANGE TRAINING LTD,Learning and Development,£525
1900802161,JDK MEDICAL CONSULTING LTD,General,£525
1900801100,IC CONSULTANTS LTD,General,£524
8001780861,EXTRA MILE CARE COMPANY,Social care,£523
8001779961,EXTRA MILE CARE COMPANY,Social care,£523
5201136841,REDACTED PERSONAL DATA,Sport and Leisure,£520
1900801083,IC CONSULTANTS LTD,General,£520
1900801930,REDACTED PERSONAL DATA,General,£520
1900801101,IC CONSULTANTS LTD,General,£520
5201137066,ESSEX FLOUR & GRAIN CO. LTD,Food and Drink,£520
5201136134,PINEAPPLE CONTRACTS,General,£519
8001797914,REDACTED PERSONAL DATA,Social care,£519
1900801185,EDF ENERGY CUSTOMERS PLC,Energy and Utilities,£518
1900801459,GLS EDUCATIONAL SUPPLIES LIMITED,Children and Education,£518
5201136834,REDACTED PERSONAL DATA,Sport and Leisure,£518
1900801025,REDACTED PERSONAL DATA,Communication,£517
8001770155,SEVACARE (UK) LTD,Social care,£517
5201136085,REDACTED PERSONAL DATA,Sport and Leisure,£517
1900802713,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man",£516
8001767181,HEADWAY EAST LONDON,Social care,£515
8001779001,BIKUR CHOLIM LTD,Social care,£514
1900801188,TRUST EDUCATION LIMITED,IT and Telecoms,£514
8001457401,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£514
1900802190,THAMES WATER UTILITIES LTD,Energy and Utilities,£514
1900801859,345 PRE SCHOOLS LTD,Children and Education,£514
5201136142,DRS CARE HOMES LTD,Social care,£513
5201136613,G W TWILLEY & SON LTD,General,£513
5201136614,G W TWILLEY & SON LTD,General,£513
8001772181,CIRCLE OF CARE SERVICE LTD,Social care,£512
8001787242,CIRCLE OF CARE SERVICE LTD,Social care,£512
5201135878,GREENCLEAN LTD,General,£511
8001792455,SEVACARE (UK) LTD,Social care,£510
8001770015,SEVACARE (UK) LTD,Social care,£510
8001788761,CHRISTIES CARE LTD,Social care,£510
8001779521,EXTRA MILE CARE COMPANY,Social care,£508
5201137562,PROBRAND LIMITED,IT and Telecoms,£508
5201136103,REDACTED PERSONAL DATA,Sport and Leisure,£508
8001792610,SEVACARE (UK) LTD,Social care,£506
8001770171,SEVACARE (UK) LTD,Social care,£506
8001785841,MFA CONTRACT SERVICES LTD,Children and Education,£505
8001767161,EXTRA MILE CARE COMPANY,Social care,£504
5201136846,NEWMAN'S THE CATERERS LIMITED,Food and Drink,£504
8001769442,EXTRA MILE CARE COMPANY,Social care,£504
1900801639,A24 GROUP LIMITED T/A AMBITION 24 H,People and Recruitment,£503
8001792673,SEVACARE (UK) LTD,Social care,£503
8001781542,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man",£501
8001770117,SEVACARE (UK) LTD,Social care,£500
8001770081,SEVACARE (UK) LTD,Social care,£500
