Transaction  No.,Vendor Name,Category,Amount
8001549761,PREMIER CAREWAITING LTD,Social care,£645
8001542070,SEVACARE (UK) LTD,Social care,£643
8001560282,BIKUR CHOLIM LTD,Social care,£643
8001541964,SEVACARE (UK) LTD,Social care,£643
8001542218,SEVACARE (UK) LTD,Social care,£643
8001558222,REDACTED PERSONAL DATA,Children and Education,£643
1900790663,NORTH LONDON COMMUNITY CARE AGENCY,General,£642
1900789336,CLASS ESTATES LIMITED,Temporary Accommodation,£641
8001542211,SEVACARE (UK) LTD,Social care,£641
5201120427,TCR TRAINING LTD,Learning and Development,£640
5201120428,TCR TRAINING LTD,Learning and Development,£640
1900789057,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£640
8001561404,HOFFMANN FOUNDATION FOR AUTISM,Social care,£640
8001563202,REDACTED PERSONAL DATA,Children and Education,£640
8001544201,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man",£639
8001561027,LONDON CARE PLC,Social care,£638
8001547981,EXTRA MILE CARE COMPANY,Social care,£637
8001561841,EXTRA MILE CARE COMPANY,Social care,£637
8001558643,HARINGTON SCHEME,Social care,£636
1900788852,PAEDIATRIC NURSING LINK LTD,Children and Education,£636
1900788855,PAEDIATRIC NURSING LINK LTD,Children and Education,£636
8001542006,SEVACARE (UK) LTD,Social care,£636
8001550343,THE REGARD PARTNERSHIP LIMITED,Social care,£635
5201118193,REDACTED PERSONAL DATA,Learning and Development,£635
5201119987,NPS LONDON LTD,"Construction, Property and Fac Man",£634
8001561091,LONDON CARE PLC,Social care,£634
5201119520,RESTORE COMMUNITY PROJECTS,General,£633
5201119275,NEWGATE (NEWARK) LIMITED,"Construction, Property and Fac Man",£633
1900789011,MERLIN ATTRACTIONS OPERATIONS LTD,"Construction, Property and Fac Man",£630
1900790265,THE INFORMATION COMMISSIONER,Communication,£630
5201118347,THE DIVINE WATER COMPANY LTD,General,£630
5201119795,THE DIVINE WATER COMPANY LTD,General,£630
8001550861,FEDERATION OF PARTIDAR ASSOCIATION,Children and Education,£630
1900790192,PLEXUS LAW (OFFICE ACCOUNT),Finance,£629
1900789009,REDACTED PERSONAL DATA,Communication,£628
8001542071,SEVACARE (UK) LTD,Social care,£628
8001554361,CIRCLE OF CARE SERVICE LTD,Social care,£626
8001552325,NEXUS FOSTERING LIMITED,Children and Education,£626
8001561407,EXTRA MILE CARE COMPANY,Social care,£625
1900790087,EXTRA MILE CARE COMPANY,General,£625
1900788883,TRADEWIND RECRUITMENT LTD,Children and Education,£625
5201119863,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man",£625
8001555401,DILIGENT CARE SERVICES LTD,Social care,£624
8001558641,HARINGTON SCHEME,Social care,£624
8001542292,SEVACARE (UK) LTD,Social care,£623
8001542199,SEVACARE (UK) LTD,Social care,£623
1900765187,AFRO INTERNATIONAL,General,£621
8001547322,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£621
5201118766,DELL CORPORATION LTD,IT and Telecoms,£621
8001551483,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£620
8001554741,WEST LODGE LIMITED,Temporary Accommodation,£620
8001554764,WEST LODGE LIMITED,Temporary Accommodation,£620
8001554765,WEST LODGE LIMITED,Temporary Accommodation,£620
8001556281,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£620
8001556284,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£620
8001561341,ALFA ACCOMODATION AGENCY LTD,Temporary Accommodation,£620
8001561509,ALFA ACCOMODATION AGENCY LTD,Temporary Accommodation,£620
8001561075,LONDON CARE PLC,Social care,£620
8001561150,LONDON CARE PLC,Social care,£617
1900789133,S. ROBBINS BUILDING CONTRACTORS,"Construction, Property and Fac Man",£617
8001541843,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,£616
8001549861,PREMIER CAREWAITING LTD,Social care,£616
8001557324,PREMIER CAREWAITING LTD,Social care,£616
1900790526,VIOLET HOLDINGS LTD,Temporary Accommodation,£615
5201118413,LANDSCAPE SUPPLY COMPANY,Public Realm,£615
8001552441,SUMMERCARE LTD,"Construction, Property and Fac Man",£613
8001546036,MISHELLIS PROPERTIES LTD T/A MCA CA,Social care,£613
8001548181,EXTRA MILE CARE COMPANY,Social care,£613
8001561725,EXTRA MILE CARE COMPANY,Social care,£613
8001540604,CIRCLE OF CARE SERVICE LTD,Social care,£612
1900790168,PLEXUS LAW (OFFICE ACCOUNT),Finance,£612
1900790194,PLEXUS LAW (OFFICE ACCOUNT),Finance,£612
8001557225,SATELLITE CONSORTIUM LIMITED,Social care,£611
8001550161,NORTH LONDON ASIAN CARE,Social care,£611
1900790366,HOSPITAL & HEALTHCARE CARS LTD,Travel,£611
5201119789,F.P. EXECUTIVE AGENCY LTD,General,£610
8001560054,2XL RECRUITMENT & TRAINING LTD,Social care,£609
8001561521,EXTRA MILE CARE COMPANY,Social care,£607
8001556841,CORE OUTREACH & CARE SERVICES UK LT,Social care,£606
1900789045,STOR-A-FILE LTD,General,£606
8001561060,LONDON CARE PLC,Social care,£605
1900790046,PHS DATASHRED,General,£605
8001559382,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001559383,REDACTED PERSONAL DATA,Temporary Accommodation,£605
8001546967,SPRINGDENE NURSING & CARE HOMES LTD,Temporary Accommodation,£604
5201120112,DELL CORPORATION LTD,IT and Telecoms,£603
8001545665,SATELLITE CONSORTIUM LIMITED,Social care,£602
8001542092,SEVACARE (UK) LTD,Social care,£602
8001555824,CORE ASSETS FOSTERING LTD,Children and Education,£602
8001555825,CORE ASSETS FOSTERING LTD,Children and Education,£602
8001548183,EXTRA MILE CARE COMPANY,Social care,£601
8001561723,EXTRA MILE CARE COMPANY,Social care,£601
1900788775,REDACTED PERSONAL DATA,Legal,£600
1900788953,REDACTED PERSONAL DATA,Legal,£600
1900789472,NORTHUMBERLAND PARK HOUSE LTD,Temporary Accommodation,£600
1900790013,DWF LLP CLIENT ACCOUNT,Finance,£600
1900790153,ACTUAL FIRST AID LTD,Learning and Development,£600
1900790531,VISITBRIXTON LTD,Learning and Development,£600
5201119060,THE BRITISH COMPUTER SOCIETY,IT and Telecoms,£600
5201119063,REDACTED PERSONAL DATA,Legal,£600
8001549461,WEST LODGE LIMITED,Temporary Accommodation,£600
8001555611,MAISON MOTI LTD,Social care,£600
5201118054,XEROX (UK) LTD,IT and Telecoms,£600
5201118061,XEROX (UK) LTD,IT and Telecoms,£600
5201119488,PARENTING PROFILES LTD,Legal,£600
1900789340,URBAN LAND MANAGEMENT LTD,Temporary Accommodation,£598
8001540763,CIRCLE OF CARE SERVICE LTD,Social care,£598
8001551087,GREEK+GREEK CYPRIOT COMM OF ENFIELD,Social care,£598
8001542075,SEVACARE (UK) LTD,Social care,£597
1900789963,CHRISTIES CARE LTD,General,£597
8001560061,CHRISTIES CARE LTD,Social care,£597
8001560062,CHRISTIES CARE LTD,Social care,£597
8001560063,CHRISTIES CARE LTD,Social care,£597
8001544352,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,£596
1900790505,AMEO LIMITED,People and Recruitment,£595
5201120167,TCR TRAINING LTD,Learning and Development,£595
8001540602,CIRCLE OF CARE SERVICE LTD,Social care,£594
8001540621,CIRCLE OF CARE SERVICE LTD,Social care,£594
8001542189,SEVACARE (UK) LTD,Social care,£592
8001545683,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,£592
5201120507,ECOLAB LIMITED,Public Realm,£591
8001549801,PREMIER CAREWAITING LTD,Social care,£591
8001544543,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001544544,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001544545,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001561588,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001561763,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001561764,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£590
8001558443,FITZROY SUPPORT,Social care,£589
1900790069,EXTRA MILE CARE COMPANY,General,£589
8001548203,EXTRA MILE CARE COMPANY,Social care,£589
8001561721,EXTRA MILE CARE COMPANY,Social care,£589
5201120025,FRONTIER AGRICULTURE LTD,Public Realm,£588
1900789239,NEWMAN'S THE CATERERS LIMITED,Food and Drink,£588
8001549541,PREMIER CAREWAITING LTD,Social care,£588
8001557245,PREMIER CAREWAITING LTD,Social care,£588
8001557341,PREMIER CAREWAITING LTD,Social care,£588
8001542191,SEVACARE (UK) LTD,Social care,£587
5201119466,ROYAL NEWS,Communication,£587
8001561038,LONDON CARE PLC,Social care,£586
8001562269,REDACTED PERSONAL DATA,Social care,£586
5201119800,RESTORE COMMUNITY PROJECTS,General,£586
8001551621,OAK TREE CARE SERVICES LIMITED,General,£584
5201119482,BERTRAM TRADING LTD,Communication,£584
5201119207,GREATER LONDON AUTHORITY,Public Realm,£583
1900789734,THE MULBERRY PRIMARY SCHOOL,Children and Education,£583
8001542011,SEVACARE (UK) LTD,Social care,£582
8001542637,NEXT LINK,"Construction, Property and Fac Man",£581
5201120145,MYERS (IDEAL SUPPLIES) LTD,General,£579
1900790159,PLEXUS LAW (OFFICE ACCOUNT),Finance,£578
8001548043,EXTRA MILE CARE COMPANY,Social care,£577
8001561762,EXTRA MILE CARE COMPANY,Social care,£577
8001542298,SEVACARE (UK) LTD,Social care,£577
8001557301,SATELLITE CONSORTIUM LIMITED,Social care,£577
1900790548,IC CONSULTANTS LTD,General,£576
5201119869,RESTORE COMMUNITY PROJECTS,General,£576
8001558672,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man",£575
1900788799,THE UK ASSOCIATION FOR MUSIC EDUCAT,Learning and Development,£575
1900790197,PLEXUS LAW (OFFICE ACCOUNT),Finance,£575
8001553562,CIRCLE OF CARE SERVICE LTD,Social care,£574
8001553981,CIRCLE OF CARE SERVICE LTD,Social care,£574
8001558942,HEADWAY EAST LONDON,Social care,£574
8001561144,LONDON CARE PLC,Social care,£572
1900789334,FALCON PROPERTIES LTD,Temporary Accommodation,£572
8001561113,LONDON CARE PLC,Social care,£572
8001553843,CIRCLE OF CARE SERVICE LTD,Social care,£572
8001541926,SEVACARE (UK) LTD,Social care,£572
8001542195,SEVACARE (UK) LTD,Social care,£572
8001542201,SEVACARE (UK) LTD,Social care,£572
8001542077,SEVACARE (UK) LTD,Social care,£572
8001542181,SEVACARE (UK) LTD,Social care,£572
5201118407,SWIFT CATERING EQUIPMENT LTD,Food and Drink,£570
1900788857,PAEDIATRIC NURSING LINK LTD,Children and Education,£569
8001552783,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£566
1900789850,EXTRA MILE CARE COMPANY,General,£565
8001561013,LONDON CARE PLC,Social care,£562
8001561172,LONDON CARE PLC,Social care,£562
8001554562,JEWISH CARE,Social care,£562
8001542110,SEVACARE (UK) LTD,Social care,£561
8001542267,SEVACARE (UK) LTD,Social care,£561
1900768430,HOME OFFICE LEAVE TO REMAIN,Children and Education,£561
8001561141,LONDON CARE PLC,Social care,£560
1900787115,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£560
8001551629,FOREST CARE SERVICES LIMITED,General,£560
8001548601,EXTRA MILE CARE COMPANY,Social care,£559
5201119455,SELECT DRINKS LIMITED,Food and Drink,£559
8001552743,KRYSTAL CARPETS LIMITED,Children and Education,£559
1900788831,MITCHELL DIESEL LTD,Public Realm,£559
8001561022,LONDON CARE PLC,Social care,£558
5201117967,CROWN PROMOTIONS & REMOVALS LTD,General,£558
1900788830,MITCHELL DIESEL LTD,Public Realm,£557
8001556076,TUMBLEWOOD PROJECT LIMITED,Temporary Accommodation,£557
8001542239,SEVACARE (UK) LTD,Social care,£556
1900790375,HORIZON TEACHERS LTD,Children and Education,£555
1900790551,HORIZON TEACHERS LTD,Children and Education,£555
8001545121,OASIS CARE & TRAINING AGENCY,Social care,£555
5201118209,GREENCLEAN LTD,General,£554
5201120176,MYERS (IDEAL SUPPLIES) LTD,General,£554
8001555701,HEADWAY EAST LONDON,Social care,£554
5201118409,LANDSCAPE SUPPLY COMPANY,Public Realm,£553
8001552902,EXTRA MILE CARE COMPANY,Social care,£553
8001561321,EXTRA MILE CARE COMPANY,Social care,£553
8001561584,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£552
8001561589,ADVANTAGE HEALTHCARE GROUP LIMITED,Social care,£552
8001545641,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£552
8001554521,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,£552
5201118664,DIRECT BOOT AND SHOE SUPPLIES LTD,General,£552
8001542202,SEVACARE (UK) LTD,Social care,£551
8001541934,SEVACARE (UK) LTD,Social care,£551
8001541997,SEVACARE (UK) LTD,Social care,£551
5201120161,RESTORE COMMUNITY PROJECTS,General,£551
8001560697,LONDON CARE PLC,Social care,£551
5201118044,CF CORPORATE FINANCE LTD,Food and Drink,£551
1900788722,REDACTED PERSONAL DATA,Legal,£550
1900788791,REDACTED PERSONAL DATA,Legal,£550
1900788869,SUGARMAN GROUP LTD,Children and Education,£550
1900788885,SUGARMAN GROUP LTD,Children and Education,£550
1900788946,SUGARMAN GROUP LTD,Children and Education,£550
1900790314,REDACTED PERSONAL DATA,Legal,£550
5201118046,REDACTED PERSONAL DATA,Legal,£550
5201118158,REDACTED PERSONAL DATA,Legal,£550
5201119834,REDACTED PERSONAL DATA,Legal,£550
5201120062,EASTERN SHIRES PURCHASING ORGANISAT,General,£550
8001550841,ADOPTION UK,Communication,£550
8001550842,ADOPTION UK,Communication,£550
8001556105,EBONYCARE,"Construction, Property and Fac Man",£550
5201120435,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,£550
8001547161,ARGOS BUSINESS SOLUTIONS LTD,Children and Education,£550
5201118373,ARGOS BUSINESS SOLUTIONS LTD,General,£550
8001550264,REDACTED PERSONAL DATA,Social care,£549
5201119102,XEROX (UK) LTD,IT and Telecoms,£548
8001562061,EXTRA MILE CARE COMPANY,Social care,£547
1900788735,REDACTED PERSONAL DATA,People and Recruitment,£546
8001549601,PREMIER CAREWAITING LTD,Social care,£546
8001554321,CIRCLE OF CARE SERVICE LTD,Social care,£544
8001542156,SEVACARE (UK) LTD,Social care,£544
5201119099,LOGICALIS UK LTD,IT and Telecoms,£543
8001561006,LONDON CARE PLC,Social care,£543
1900789333,ADAMS & STYLES,Temporary Accommodation,£542
5201119868,RESTORE COMMUNITY PROJECTS,General,£541
5201119870,RESTORE COMMUNITY PROJECTS,General,£541
8001555361,DILIGENT CARE SERVICES LTD,Social care,£541
1900788897,REDACTED PERSONAL DATA,Legal,£540
1900790114,REDACTED PERSONAL DATA,Children and Education,£540
5201119940,HAYS SPECIALIST RECRUITMENT,People and Recruitment,£540
8001555243,DILIGENT CARE SERVICES LTD,Social care,£540
5201119809,HARINGEY IRISH CULTURAL & COMMUNITY,General,£539
8001551341,SAPH LTD,Social care,£539
8001542241,SEVACARE (UK) LTD,Social care,£539
8001545261,OASIS CARE & TRAINING AGENCY,Social care,£538
8001561342,OASIS CARE & TRAINING AGENCY,Social care,£538
8001561111,LONDON CARE PLC,Social care,£538
8001550517,ALLPAY LTD,Social care,£537
8001557322,PREMIER CAREWAITING LTD,Social care,£537
8001542151,SEVACARE (UK) LTD,Social care,£536
8001542319,SEVACARE (UK) LTD,Social care,£536
8001561143,LONDON CARE PLC,Social care,£534
8001561161,LONDON CARE PLC,Social care,£533
1900788847,LYST,Learning and Development,£533
8001562422,NORTH LONDON ASIAN CARE,Social care,£533
8001551961,OASIS CARE & TRAINING AGENCY,Social care,£533
5201118412,LANDSCAPE SUPPLY COMPANY,Public Realm,£532
8001548821,G W TWILLEY & SON LTD,Travel,£532
8001555263,DILIGENT CARE SERVICES LTD,Social care,£531
8001542273,SEVACARE (UK) LTD,Social care,£531
8001553727,CIRCLE OF CARE SERVICE LTD,Social care,£530
8001548161,EXTRA MILE CARE COMPANY,Social care,£529
8001548461,EXTRA MILE CARE COMPANY,Social care,£529
8001561726,EXTRA MILE CARE COMPANY,Social care,£529
8001546918,NAZARETH HOUSE,Temporary Accommodation,£529
8001560216,REDACTED PERSONAL DATA,Social care,£527
5201118779,SIGNWAY SUPPLIES (DATCHET) LTD,Communication,£527
5201118760,DELL CORPORATION LTD,IT and Telecoms,£526
1900789347,REDACTED PERSONAL DATA,Children and Education,£525
5201118045,PERFORMANCE 1 LTD,Learning and Development,£525
5201118419,CYPRIOT COMMUNITY CENTRE,General,£525
5201118572,PERFORMANCE 1 LTD,Learning and Development,£525
8001542214,SEVACARE (UK) LTD,Social care,£523
5201119935,XEROX (UK) LTD,IT and Telecoms,£523
8001561178,LONDON CARE PLC,Social care,£522
8001551941,OASIS CARE & TRAINING AGENCY,Social care,£522
1900788919,STOR-A-FILE LTD,General,£521
8001541975,SEVACARE (UK) LTD,Social care,£521
8001561465,EXTRA MILE CARE COMPANY,Social care,£520
1900788748,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,£520
1900789890,REDACTED PERSONAL DATA,General,£520
1900790090,REDACTED PERSONAL DATA,General,£520
1900790540,IC CONSULTANTS LTD,General,£520
8001549581,PREMIER CAREWAITING LTD,Social care,£520
8001552765,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£520
8001552821,CYPRIOT ELDERLY & DISABLED GROUP,Social care,£520
8001555261,DILIGENT CARE SERVICES LTD,Social care,£519
8001561028,LONDON CARE PLC,Social care,£519
8001553701,CIRCLE OF CARE SERVICE LTD,Social care,£519
8001556103,KEYS 16 PLUS INDEPENDENT LIVING SER,"Construction, Property and Fac Man",£519
8001561984,EXTRA MILE CARE COMPANY,Social care,£517
5201119820,XEROX (UK) LTD,IT and Telecoms,£516
5201119611,KEEGANS LTD,"Construction, Property and Fac Man",£516
8001554801,HEADWAY EAST LONDON,Social care,£515
8001554802,HEADWAY EAST LONDON,Social care,£515
8001549621,PREMIER CAREWAITING LTD,Social care,£515
8001561120,LONDON CARE PLC,Social care,£514
8001542186,SEVACARE (UK) LTD,Social care,£513
8001557422,MFA CONTRACT SERVICES LTD,Children and Education,£513
8001542585,HOME GROUP LTD,"Construction, Property and Fac Man",£513
8001552181,CIRCLE OF CARE SERVICE LTD,Social care,£512
8001552182,CIRCLE OF CARE SERVICE LTD,Social care,£512
8001550782,CIRCLE OF CARE SERVICE LTD,Social care,£512
8001550783,CIRCLE OF CARE SERVICE LTD,Social care,£512
8001554056,CIRCLE OF CARE SERVICE LTD,Social care,£512
8001554381,CIRCLE OF CARE SERVICE LTD,Social care,£512
1900790558,EXTRA MILE CARE COMPANY,General,£511
8001542323,SEVACARE (UK) LTD,Social care,£511
8001541985,SEVACARE (UK) LTD,Social care,£510
8001550061,NORTH LONDON ASIAN CARE,Social care,£510
1900789996,CHRISTIES CARE LTD,General,£510
1900790032,THE MARKFIELD PROJECT LTD,General,£510
1900790034,THE MARKFIELD PROJECT LTD,General,£510
1900790035,THE MARKFIELD PROJECT LTD,General,£510
1900790036,THE MARKFIELD PROJECT LTD,General,£510
5201120126,RESTORE COMMUNITY PROJECTS,General,£510
8001560067,CHRISTIES CARE LTD,Social care,£510
8001560068,CHRISTIES CARE LTD,Social care,£510
8001560069,CHRISTIES CARE LTD,Social care,£510
1900788755,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man",£510
5201118540,MAISON MOTI LTD,Social care,£508
8001542168,SEVACARE (UK) LTD,Social care,£506
8001550101,NORTH LONDON ASIAN CARE,Social care,£505
8001561171,LONDON CARE PLC,Social care,£505
1900789161,TRIMEGA LABORATORIES LTD,Legal,£505
1900789839,EXTRA MILE CARE COMPANY,General,£505
8001547664,EXTRA MILE CARE COMPANY,Social care,£505
8001561902,EXTRA MILE CARE COMPANY,Social care,£505
5201119995,MEDEQUIP ASSISTIVE TECH. LTD,Social care,£504
8001549902,PREMIER CAREWAITING LTD,Social care,£504
8001560463,CORE OUTREACH & CARE SERVICES UK LT,Social care,£504
8001563796,REDACTED PERSONAL DATA,Children and Education,£502
8001544376,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,£502
5201119118,ARCHANT COMMUNITY MEDIA LIMITED,Communication,£502
5201118580,THAMES WATER UTILITIES LTD,Energy and Utilities,£501
8001541996,SEVACARE (UK) LTD,Social care,£500
8001542004,SEVACARE (UK) LTD,Social care,£500
8001542018,SEVACARE (UK) LTD,Social care,£500
8001542025,SEVACARE (UK) LTD,Social care,£500
8001542029,SEVACARE (UK) LTD,Social care,£500
8001542047,SEVACARE (UK) LTD,Social care,£500
8001542056,SEVACARE (UK) LTD,Social care,£500
8001542064,SEVACARE (UK) LTD,Social care,£500
8001542074,SEVACARE (UK) LTD,Social care,£500
